% Model:              Transitorio.mph
% Version:            COMSOL 6.2.0.290
% Date:               Mar 10 2025, 14:47
% Table:              Table 1 - 
% Time (s)                                        Temperature (degC), Point: (0.25, 0, 0)
0                                                 24.999999999631598
0.12242448515301106                               24.999999999593683
0.12484897030602213                               24.999999999557758
0.12969794061204426                               24.99999999949256
0.13939588122408855                               24.99999999939473
0.1587917624481771                                24.999999999313445
0.1781876436722657                                24.999999999344993
0.21697940612044284                               24.999999999528313
0.25577116856862                                  24.999999999769614
0.2945629310167971                                25.000000000015802
0.33335469346497426                               25.000000000286605
0.41093821836132854                               25.000000000864418
0.48852174325768283                               25.000000001193598
0.5661052681540371                                25.000000000938144
0.6436887930503914                                25.00000000009618
0.7212723179467457                                24.999999999062368
0.8764393677394543                                24.999999998430326
1.0316064175321629                                24.99999999959772
1.1867734673248713                                25.00000000119212
1.34194051711758                                  25.00000000174839
1.4971075669102887                                25.000000001115325
1.8074416664957058                                25.000000001213834
2.117775766081123                                 25.000000005789047
2.4281098656665403                                25.000000016723448
2.7384439652519577                                25.00000003795742
3.048778064837375                                 25.00000007977866
3.3591121644227924                                25.000000161201797
3.9797803635936266                                25.000000735033325
4.600448562764461                                 25.00000266109862
5.221116761935296                                 25.00000818218041
5.84178496110613                                  25.00002221842692
6.462453160276965                                 25.00005447868864
7.0831213594478                                   25.000122419135664
8.324457757789467                                 25.000584903846686
9.565794156131137                                 25.001894107397277
10.807130554472806                                25.004839169022148
12.048466952814476                                25.010511966077388
13.289803351156145                                25.020243760446647
14.531139749497815                                25.035498412309607
17.01381254618115                                 25.08980161035936
19.49648534286449                                 25.181348493081373
21.979158139547827                                25.315801358642318
24.461830936231166                                25.495811298215415
26.944503732914505                                25.72116150006775
29.427176529597844                                25.989453035518125
34.39252212296452                                 26.63313610366896
39.3578677163312                                  27.39530632317428
44.32321330969788                                 28.24363006393736
49.288558903064555                                29.149311811521216
54.25390449643123                                 30.088962519064467
59.21925008979791                                 31.044636961982064
64.18459568316459                                 32.00309479934151
74.11528686989794                                 33.88702419389284
84.0459780566313                                  35.70546523416789
93.97666924336465                                 37.43785090892027
103.90736043009801                                39.075150440987386
113.83805161683136                                40.61612863944487
123.76874280356472                                42.06391997604061
133.69943399029808                                43.42379868664614
153.5608163637648                                 45.91199003795293
173.4221987372315                                 48.12245557942276
193.2835811106982                                 50.095613188629954
213.14496348416492                                51.86727710459547
233.00634585763163                                53.46761154827084
252.86772823109834                                54.92154260843233
272.72911060456505                                56.24954845194219
312.4518753514984                                 58.607530213738414
352.17464009843184                                60.62638378969234
391.89740484536526                                62.37586702590619
431.6201695922987                                 63.9102200886544
471.3429343392321                                 65.27030798158438
511.0656990861655                                 66.48704960806128
550.788463833099                                  67.58417152192987
590.5112285800324                                 68.58019253130226
669.9567580738992                                 70.33769220734439
749.402287567766                                  71.83082533958765
828.8478170616329                                 73.11687612792196
908.2933465554997                                 74.23949579696426
987.7388760493666                                 75.23095628897994
1067.1844055432334                                76.11528705567747
1146.6299350371003                                76.91068828214918
1226.075464530967                                 77.63121485357084
1384.9665235187008                                78.89917930742814
1543.8575825064345                                79.97215280323815
1702.7486414941682                                80.89233423729144
1861.6397004819019                                81.69161369210025
2020.5307594696355                                82.39339912937419
2179.421818457369                                 83.01504887257511
2338.312877445103                                 83.56971419966266
2497.2039364328366                                84.0676036249813
2656.0949954205703                                84.51682593398539
2973.877113396037                                 85.30036894535476
3259.8810195739575                                85.89217236384644
3545.8849257518777                                86.39867674940325
3831.888831929798                                 86.83649097868539
4117.892738107718                                 87.21840630509956
4403.896644285639                                 87.5543749780727
4689.90055046356                                  87.85222505387816
4975.9044566414805                                88.11817651536506
5261.908362819401                                 88.35721522000273
5833.916175175242                                 88.77344000468787
6405.923987531082                                 89.12053983312632
6977.931799886923                                 89.41418979471166
7549.939612242763                                 89.66613542434601
8121.947424598604                                 89.8848433335138
8693.955236954445                                 90.07643225541688
9265.963049310287                                 90.24540602763244
10409.978674021968                                90.5312295176999
11553.994298733649                                90.75821177566837
12698.00992344533                                 90.93905928757812
13842.025548157011                                91.08360359587084
14986.041172868692                                91.1993467231535
16130.056797580373                                91.29210585461766
17274.072422292054                                91.36646462213844
18418.088047003737                                91.42607282403594
19562.10367171542                                 91.47385227250174
20706.119296427103                                91.51214678528873
22994.150545850465                                91.56902820585935
25282.181795273827                                91.60561020870193
27570.21304469719                                 91.62871634935948
29858.24429412055                                 91.64316743652921
32146.275543543914                                91.65215075236887
34434.306792967276                                91.65771379152221
39010.369291814                                   91.66401399017462
43586.431790660725                                91.6662926803761
48162.49428950745                                 91.66688733635976
54162.49428950745                                 91.66698610056574
60162.49428950745                                 91.66681890257803
